index,station,date,tavg,preciptotal,sealevel,resultspeed,resultdir,rel_hum,latitude,longitude
767,2,2009-05-16,55.0,0.04,30.05,11.0,30,59.88505103102659,41.786,-87.752
768,1,2009-05-17,51.0,0.0,30.32,0.2,33,40.197824275594236,41.995,-87.933
769,2,2009-05-17,50.0,0.0,30.32,3.3,9,43.372977999748834,41.786,-87.752
770,1,2009-05-18,53.0,0.001,30.29,9.6,19,47.36490822955477,41.995,-87.933
771,2,2009-05-18,56.0,0.001,30.3,9.3,19,37.842378110830595,41.786,-87.752
772,1,2009-05-19,66.0,0.0,30.21,13.5,21,45.64938687359525,41.995,-87.933
773,2,2009-05-19,67.0,0.0,30.22,12.3,21,42.50521453129737,41.786,-87.752
774,1,2009-05-20,73.0,0.0,30.13,14.4,20,36.05560950350093,41.995,-87.933
775,2,2009-05-20,73.0,0.001,30.13,11.9,20,34.73635973173176,41.786,-87.752
776,1,2009-05-21,72.0,0.0,30.09,7.8,23,44.815993777596105,41.995,-87.933
777,2,2009-05-21,73.0,0.0,30.09,8.1,25,41.79162269785776,41.786,-87.752
778,1,2009-05-22,61.0,0.0,30.18,10.4,4,58.41090326198011,41.995,-87.933
779,2,2009-05-22,63.0,0.0,30.16,10.0,3,56.541800996799175,41.786,-87.752
780,1,2009-05-23,65.0,0.0,30.06,4.5,7,58.89694516708599,41.995,-87.933
781,2,2009-05-23,67.0,0.001,30.05,4.5,8,57.03944381071543,41.786,-87.752
782,1,2009-05-24,63.0,0.0,30.07,10.4,4,54.496978721979026,41.995,-87.933
783,2,2009-05-24,63.0,0.0,30.05,10.7,3,56.541800996799175,41.786,-87.752
784,1,2009-05-25,61.0,0.04,30.02,10.3,6,52.25410252265717,41.995,-87.933
785,2,2009-05-25,60.0,0.08,30.0,8.7,6,60.48415454803252,41.786,-87.752
786,1,2009-05-26,64.0,1.73,29.82,7.5,5,63.20588232065611,41.995,-87.933
787,2,2009-05-26,66.0,1.38,29.81,5.7,6,65.74362216511028,41.786,-87.752
788,1,2009-05-27,64.0,0.02,29.68,3.6,24,81.14941458497641,41.995,-87.933
789,2,2009-05-27,67.0,0.001,29.67,6.8,24,78.55505322633051,41.786,-87.752
790,1,2009-05-28,58.0,0.0,29.76,6.8,30,77.88827885439574,41.995,-87.933
791,2,2009-05-28,60.0,0.0,29.75,6.8,29,72.61078882649988,41.786,-87.752
792,1,2009-05-29,62.0,0.001,29.88,2.7,32,62.98066538720754,41.995,-87.933
793,2,2009-05-29,66.0,0.0,29.87,2.0,31,54.88110928911176,41.786,-87.752
794,1,2009-05-30,65.0,0.001,29.81,2.9,27,50.8722060633609,41.995,-87.933
795,2,2009-05-30,66.0,0.001,29.8,1.8,29,49.16091303637628,41.786,-87.752
796,1,2009-05-31,59.0,0.0,29.94,2.7,10,51.987999868026584,41.995,-87.933
797,2,2009-05-31,61.0,0.0,29.93,2.9,9,52.25410252265717,41.786,-87.752
798,1,2009-06-01,65.0,0.44,29.89,1.2,34,65.63726817895535,41.995,-87.933
799,2,2009-06-01,66.0,0.83,29.88,1.0,34,65.74362216511028,41.786,-87.752
800,1,2009-06-02,54.0,0.12,30.09,7.4,3,74.77670292171041,41.995,-87.933
801,2,2009-06-02,56.0,0.06,30.07,8.3,3,72.24654629897981,41.786,-87.752
802,1,2009-06-03,52.0,0.0,30.15,10.5,4,61.826935580037514,41.995,-87.933
803,2,2009-06-03,54.0,0.0,30.13,11.0,2,59.763825378685524,41.786,-87.752
804,1,2009-06-04,55.0,0.0,30.05,4.7,4,51.45046697628094,41.995,-87.933
805,2,2009-06-04,58.0,0.0,30.05,5.2,5,48.06406393880333,41.786,-87.752
806,1,2009-06-05,62.0,0.0,29.91,5.8,26,52.386491400374865,41.995,-87.933
807,2,2009-06-05,64.0,0.0,29.91,6.3,25,47.10038191457124,41.786,-87.752
808,1,2009-06-06,57.0,0.02,29.93,6.2,5,64.7702983757804,41.995,-87.933
809,2,2009-06-06,61.0,0.001,29.92,4.7,3,62.86737452938033,41.786,-87.752
810,1,2009-06-07,63.0,0.04,29.87,2.7,8,70.31408865702022,41.995,-87.933
811,2,2009-06-07,65.0,0.001,29.86,1.5,11,68.0321598514754,41.786,-87.752
812,1,2009-06-08,66.0,0.45,29.77,5.9,24,81.27899514134057,41.995,-87.933
813,2,2009-06-08,69.0,0.3,29.76,6.4,25,76.01187381349638,41.786,-87.752
814,1,2009-06-09,61.0,0.001,29.94,4.0,6,75.36398396418029,41.995,-87.933
815,2,2009-06-09,62.0,0.001,29.94,6.4,8,72.79042081100786,41.786,-87.752
816,1,2009-06-10,61.0,0.01,29.89,8.0,5,65.20739684440895,41.995,-87.933
817,2,2009-06-10,61.0,0.04,29.88,8.5,4,67.62481977479092,41.786,-87.752
818,1,2009-06-11,59.0,0.01,29.83,10.2,3,75.19816739933252,41.995,-87.933
819,2,2009-06-11,57.0,1.14,29.82,8.8,1,86.71743681085131,41.786,-87.752
820,1,2009-06-12,62.0,0.001,29.95,4.4,7,62.98066538720754,41.995,-87.933
821,2,2009-06-12,61.0,0.001,29.95,5.0,6,65.20739684440895,41.786,-87.752
822,1,2009-06-13,61.0,0.33,30.0,5.9,5,70.12186569546279,41.995,-87.933
823,2,2009-06-13,61.0,0.31,29.99,7.2,4,72.70081037190384,41.786,-87.752
824,1,2009-06-14,64.0,0.0,30.01,4.5,4,56.66688752364066,41.995,-87.933
825,2,2009-06-14,65.0,0.0,30.0,5.1,5,58.89694516708599,41.786,-87.752
826,1,2009-06-15,67.0,0.0,30.01,5.5,9,53.04185237316567,41.995,-87.933
827,2,2009-06-15,69.0,0.0,29.99,7.4,9,49.56536420643794,41.786,-87.752
828,1,2009-06-16,65.0,1.23,29.89,11.2,10,70.50461410759014,41.995,-87.933
829,2,2009-06-16,68.0,1.07,29.87,10.3,11,68.3331039463999,41.786,-87.752
830,1,2009-06-17,66.0,0.0,29.88,3.0,36,78.48239067978108,41.995,-87.933
831,2,2009-06-17,68.0,0.0,29.87,2.6,34,75.93221001791854,41.786,-87.752
833,2,2009-06-18,72.0,0.11,29.79,3.7,17,76.2486453931759,41.786,-87.752
834,1,2009-06-19,76.0,3.97,29.7,7.2,18,74.00303378143039,41.995,-87.933
835,2,2009-06-19,77.0,0.87,29.68,6.3,18,74.08673974933997,41.786,-87.752
836,1,2009-06-20,78.0,0.0,29.76,8.3,29,64.73266289128287,41.995,-87.933
837,2,2009-06-20,79.0,0.0,29.74,8.3,28,62.657363417018395,41.786,-87.752
838,1,2009-06-21,77.0,0.01,29.82,2.8,7,62.43609208337523,41.995,-87.933
839,2,2009-06-21,79.0,0.001,29.8,3.3,9,60.54171641091418,41.786,-87.752
840,1,2009-06-22,79.0,0.09,29.79,4.0,11,67.08677973188638,41.995,-87.933
841,2,2009-06-22,80.0,0.06,29.77,5.3,12,64.9438503600575,41.786,-87.752
842,1,2009-06-23,83.0,0.0,29.87,1.8,14,63.09478210126868,41.995,-87.933
843,2,2009-06-23,84.0,0.0,29.85,2.8,13,59.07573424468877,41.786,-87.752
844,1,2009-06-24,85.0,0.04,29.87,1.9,22,57.22266972788424,41.995,-87.933
845,2,2009-06-24,83.0,0.78,29.85,2.1,23,60.99597125171394,41.786,-87.752
846,1,2009-06-25,85.0,0.001,29.8,2.4,32,59.1916450159365,41.995,-87.933
847,2,2009-06-25,85.0,0.0,29.77,1.8,26,57.22266972788424,41.786,-87.752
849,2,2009-06-26,79.0,0.0,29.83,6.4,4,54.57060454691204,41.786,-87.752
850,1,2009-06-27,76.0,0.3,29.82,5.1,21,60.19651424465021,41.995,-87.933
851,2,2009-06-27,79.0,0.05,29.8,6.0,22,52.700055526214456,41.786,-87.752
852,1,2009-06-28,75.0,0.0,29.73,13.2,29,46.886266321004044,41.995,-87.933
853,2,2009-06-28,76.0,0.0,29.71,14.1,29,45.36649134233369,41.786,-87.752
854,1,2009-06-29,70.0,0.0,29.6,12.2,30,57.40797555322974,41.995,-87.933
855,2,2009-06-29,72.0,0.0,29.59,13.4,30,53.68633761294547,41.786,-87.752
856,1,2009-06-30,63.0,0.0,29.65,8.9,30,70.31408865702022,41.995,-87.933
857,2,2009-06-30,65.0,0.0,29.64,8.1,30,65.63726817895535,41.786,-87.752
858,1,2009-07-01,61.0,0.001,29.77,8.2,32,72.70081037190384,41.995,-87.933
859,2,2009-07-01,61.0,0.02,29.76,6.6,31,78.11377204359366,41.786,-87.752
860,1,2009-07-02,66.0,0.0,29.95,8.4,31,65.74362216511028,41.995,-87.933
861,2,2009-07-02,67.0,0.0,29.94,5.7,31,65.84953468285518,41.786,-87.752
862,1,2009-07-03,71.0,0.0,30.06,1.2,34,59.612455635636124,41.995,-87.933
863,2,2009-07-03,71.0,0.0,30.05,1.8,2,59.612455635636124,41.786,-87.752
864,1,2009-07-04,64.0,0.2,29.99,1.8,13,81.14941458497641,41.995,-87.933
865,2,2009-07-04,66.0,0.12,29.98,3.4,14,75.77175974411608,41.786,-87.752
866,1,2009-07-05,69.0,0.05,29.92,0.7,34,68.43256116590443,41.995,-87.933
867,2,2009-07-05,72.0,0.03,29.9,0.3,36,64.08883453552477,41.786,-87.752
868,1,2009-07-06,73.0,0.0,29.86,7.5,31,51.926795308219994,41.995,-87.933
869,2,2009-07-06,74.0,0.0,29.84,4.2,30,50.231193819181755,41.786,-87.752
870,1,2009-07-07,68.0,0.001,29.89,5.9,7,61.41880219974262,41.995,-87.933
871,2,2009-07-07,71.0,0.0,29.88,5.9,7,57.529931902935154,41.786,-87.752
872,1,2009-07-08,63.0,0.06,29.99,6.8,6,78.26228919346639,41.995,-87.933
873,2,2009-07-08,65.0,0.17,29.98,7.0,8,70.50461410759014,41.786,-87.752
874,1,2009-07-09,69.0,0.0,30.07,5.8,11,66.06004339891649,41.995,-87.933
875,2,2009-07-09,72.0,0.0,30.05,6.5,10,61.875329365536835,41.786,-87.752
876,1,2009-07-10,73.0,0.08,30.06,4.4,21,73.74963497055111,41.995,-87.933
877,2,2009-07-10,76.0,0.12,30.04,3.6,21,69.11697058848515,41.786,-87.752
878,1,2009-07-11,74.0,0.25,30.04,4.8,31,59.964207139790986,41.995,-87.933
879,2,2009-07-11,77.0,1.12,30.02,5.9,29,56.25569882189755,41.786,-87.752
880,1,2009-07-12,70.0,0.0,30.07,2.9,29,51.53450212781184,41.995,-87.933
881,2,2009-07-12,71.0,0.0,30.05,1.9,33,48.05837586151106,41.786,-87.752
882,1,2009-07-13,70.0,0.0,30.07,4.8,7,42.92779133280674,41.995,-87.933
883,2,2009-07-13,72.0,0.0,30.05,5.8,7,43.20773412325061,41.786,-87.752
884,1,2009-07-14,68.0,0.0,30.07,6.7,16,55.13497666740522,41.995,-87.933
885,2,2009-07-14,71.0,0.0,30.06,7.5,16,46.34040574060819,41.786,-87.752
886,1,2009-07-15,75.0,0.68,29.9,10.0,24,64.4126875468119,41.995,-87.933
887,2,2009-07-15,77.0,0.32,29.88,10.0,25,60.31201448260371,41.786,-87.752
888,1,2009-07-16,72.0,0.001,29.89,9.9,28,57.65144689902383,41.995,-87.933
889,2,2009-07-16,74.0,0.17,29.88,9.6,28,55.88603596395586,41.786,-87.752
890,1,2009-07-17,64.0,0.0,29.87,10.6,30,63.20588232065611,41.995,-87.933
891,2,2009-07-17,64.0,0.001,29.86,10.1,29,65.5304706942533,41.786,-87.752
892,1,2009-07-18,65.0,0.0,30.01,8.1,31,63.317812252017575,41.995,-87.933
893,2,2009-07-18,66.0,0.0,30.0,6.6,32,61.18786077211038,41.786,-87.752
894,1,2009-07-19,64.0,0.0,30.11,1.3,36,65.5304706942533,41.995,-87.933
895,2,2009-07-19,67.0,0.0,30.1,1.4,4,61.30355611680007,41.786,-87.752
896,1,2009-07-20,66.0,0.0,30.09,5.1,9,68.13290539218104,41.995,-87.933
897,2,2009-07-20,68.0,0.0,30.08,6.2,10,65.95500775538638,41.786,-87.752
898,1,2009-07-21,69.0,0.04,30.01,3.1,13,66.06004339891649,41.995,-87.933
899,2,2009-07-21,73.0,0.0,29.99,4.9,14,55.761950161906,41.786,-87.752
900,1,2009-07-22,71.0,0.001,29.95,3.5,3,71.06617957956642,41.995,-87.933
901,2,2009-07-22,73.0,0.0,29.93,2.8,11,61.98835570534628,41.786,-87.752
902,1,2009-07-23,72.0,0.0,29.93,2.6,32,61.875329365536835,41.995,-87.933
903,2,2009-07-23,71.0,0.1,29.91,1.7,1,68.63020193700615,41.786,-87.752
904,1,2009-07-24,72.0,0.14,29.83,8.9,23,64.08883453552477,41.995,-87.933
905,2,2009-07-24,73.0,0.19,29.82,8.7,23,64.1972195107014,41.786,-87.752
906,1,2009-07-25,74.0,0.0,29.73,10.6,28,57.89315867276696,41.995,-87.933
907,2,2009-07-25,74.0,0.001,29.71,10.8,27,59.964207139790986,41.786,-87.752
908,1,2009-07-26,73.0,0.001,29.82,8.0,29,59.84739703715926,41.995,-87.933
909,2,2009-07-26,73.0,0.0,29.8,9.1,29,61.98835570534628,41.786,-87.752
910,1,2009-07-27,74.0,0.02,29.86,9.3,23,64.30516988879859,41.995,-87.933
911,2,2009-07-27,75.0,0.03,29.85,9.2,23,62.213094179427394,41.786,-87.752
912,1,2009-07-28,75.0,0.01,29.78,6.4,28,60.080579002838995,41.995,-87.933
913,2,2009-07-28,77.0,0.01,29.77,6.5,28,60.31201448260371,41.786,-87.752
914,1,2009-07-29,72.0,0.0,29.84,4.2,35,48.19362907830514,41.995,-87.933
915,2,2009-07-29,73.0,0.0,29.82,3.8,3,48.32848293149577,41.786,-87.752
916,1,2009-07-30,69.0,0.001,29.85,4.4,23,66.06004339891649,41.995,-87.933
917,2,2009-07-30,73.0,0.001,29.84,4.9,24,57.77252200165664,41.786,-87.752
918,1,2009-07-31,70.0,0.0,29.94,6.2,26,57.40797555322974,41.995,-87.933
919,2,2009-07-31,72.0,0.0,29.92,5.9,27,55.63742977606547,41.786,-87.752
920,1,2009-08-01,68.0,0.001,29.91,11.6,22,73.31957489684066,41.995,-87.933
921,2,2009-08-01,69.0,0.01,29.9,10.6,23,70.8806423234427,41.786,-87.752
922,1,2009-08-02,68.0,0.0,29.93,6.8,25,55.13497666740522,41.995,-87.933
923,2,2009-08-02,69.0,0.0,29.92,6.2,26,55.26124824128083,41.786,-87.752
924,1,2009-08-03,76.0,0.07,29.82,12.2,21,58.13312257610199,41.995,-87.933
925,2,2009-08-03,77.0,0.06,29.81,11.0,21,58.25245273969209,41.786,-87.752
926,1,2009-08-04,76.0,0.0,29.87,2.5,2,60.19651424465021,41.995,-87.933
927,2,2009-08-04,78.0,0.0,29.85,1.8,5,60.42708133299304,41.786,-87.752
928,1,2009-08-05,70.0,0.0,30.05,2.9,6,57.40797555322974,41.995,-87.933
929,2,2009-08-05,73.0,0.0,30.03,3.8,6,55.761950161906,41.786,-87.752
930,1,2009-08-06,71.0,0.0,30.09,1.4,6,49.83293099967997,41.995,-87.933
931,2,2009-08-06,72.0,0.0,30.08,3.4,9,48.19362907830514,41.786,-87.752
932,1,2009-08-07,69.0,0.33,30.09,7.3,15,70.8806423234427,41.995,-87.933
933,2,2009-08-07,71.0,0.23,30.08,6.4,15,66.26881042864657,41.786,-87.752
934,1,2009-08-08,79.0,0.02,29.92,12.9,21,74.25302360481452,41.995,-87.933
935,2,2009-08-08,79.0,0.08,29.92,12.2,21,74.25302360481452,41.786,-87.752
936,1,2009-08-09,84.0,0.18,29.94,11.6,23,65.36118112762952,41.995,-87.933
937,2,2009-08-09,85.0,0.02,29.92,11.1,23,65.46447363752847,41.786,-87.752
938,1,2009-08-10,78.0,0.0,29.95,6.9,26,64.73266289128287,41.995,-87.933
939,2,2009-08-10,79.0,0.0,29.94,8.3,26,64.8384683331424,41.786,-87.752
940,1,2009-08-11,72.0,0.0,30.0,6.3,2,68.72838964041354,41.995,-87.933
941,2,2009-08-11,73.0,0.0,29.98,6.1,2,68.82615830851945,41.786,-87.752
942,1,2009-08-12,72.0,0.0,30.09,3.7,4,55.63742977606547,41.995,-87.933
943,2,2009-08-12,73.0,0.0,30.07,5.5,5,55.761950161906,41.786,-87.752
944,1,2009-08-13,73.0,0.0,30.1,1.5,14,53.813941421859425,41.995,-87.933
945,2,2009-08-13,75.0,0.0,30.09,2.0,16,50.363127619744006,41.786,-87.752
946,1,2009-08-14,76.0,0.0,30.1,5.4,21,56.13290899474556,41.995,-87.933
947,2,2009-08-14,78.0,0.0,30.08,6.3,21,52.572221324603106,41.786,-87.752
948,1,2009-08-15,78.0,0.0,30.04,8.7,19,56.378059261735565,41.995,-87.933
949,2,2009-08-15,80.0,0.0,30.02,8.3,19,52.82747494985291,41.786,-87.752
950,1,2009-08-16,79.0,0.63,29.99,9.5,20,67.08677973188638,41.995,-87.933
951,2,2009-08-16,81.0,0.27,29.97,9.3,21,65.04881081669407,41.786,-87.752
952,1,2009-08-17,77.0,0.33,30.0,4.6,22,74.08673974933997,41.995,-87.933
953,2,2009-08-17,77.0,0.59,29.98,5.1,22,74.08673974933997,41.786,-87.752
954,1,2009-08-18,74.0,0.0,29.99,7.5,27,59.964207139790986,41.995,-87.933
955,2,2009-08-18,75.0,0.0,29.97,8.0,27,62.213094179427394,41.786,-87.752
956,1,2009-08-19,71.0,0.35,29.83,5.7,16,68.63020193700615,41.995,-87.933
957,2,2009-08-19,73.0,0.61,29.82,5.9,16,68.82615830851945,41.786,-87.752
958,1,2009-08-20,71.0,0.07,29.66,12.1,23,71.06617957956642,41.995,-87.933
959,2,2009-08-20,72.0,0.12,29.65,12.2,23,68.72838964041354,41.786,-87.752
960,1,2009-08-21,66.0,0.16,29.75,7.7,27,75.77175974411608,41.995,-87.933
961,2,2009-08-21,67.0,0.05,29.75,10.1,27,73.23238444817211,41.786,-87.752
962,1,2009-08-22,63.0,0.0,30.0,7.8,1,67.82936566035164,41.995,-87.933
963,2,2009-08-22,64.0,0.0,29.99,9.4,36,65.5304706942533,41.786,-87.752
964,1,2009-08-23,65.0,0.0,30.09,2.7,2,65.63726817895535,41.995,-87.933
965,2,2009-08-23,66.0,0.0,30.08,3.5,5,68.13290539218104,41.786,-87.752
966,1,2009-08-24,67.0,0.0,30.13,3.8,21,68.23321938798804,41.995,-87.933
967,2,2009-08-24,68.0,0.0,30.12,5.0,21,68.3331039463999,41.786,-87.752
968,1,2009-08-25,71.0,0.0,30.05,9.1,21,71.06617957956642,41.995,-87.933
969,2,2009-08-25,72.0,0.0,30.04,8.3,21,68.72838964041354,41.786,-87.752
970,1,2009-08-26,68.0,0.93,30.08,5.2,2,81.40729999276425,41.995,-87.933
971,2,2009-08-26,68.0,0.54,30.07,3.9,2,87.23076815492335,41.786,-87.752
972,1,2009-08-27,64.0,0.95,30.08,9.1,7,87.04750814880092,41.995,-87.933
973,2,2009-08-27,65.0,1.19,30.07,10.7,8,87.09368152584933,41.786,-87.752
974,1,2009-08-28,64.0,0.22,29.93,3.4,2,90.13719428852252,41.995,-87.933
975,2,2009-08-28,66.0,0.28,29.92,2.6,2,84.16393223005561,41.786,-87.752
976,1,2009-08-29,63.0,0.02,29.89,11.4,31,65.4232276739759,41.995,-87.933
977,2,2009-08-29,63.0,0.01,29.88,10.4,31,67.82936566035164,41.786,-87.752
978,1,2009-08-30,59.0,0.0,30.14,8.2,1,64.98975925806165,41.995,-87.933
979,2,2009-08-30,59.0,0.001,30.13,9.4,1,64.98975925806165,41.786,-87.752
980,1,2009-08-31,59.0,0.0,30.27,4.8,3,58.165132940268116,41.995,-87.933
981,2,2009-08-31,58.0,0.0,30.26,5.3,4,60.2459109142441,41.786,-87.752
982,1,2009-09-01,60.0,0.0,30.31,3.3,4,62.753626166348134,41.995,-87.933
983,2,2009-09-01,61.0,0.0,30.3,3.2,6,65.20739684440895,41.786,-87.752
984,1,2009-09-02,62.0,0.0,30.25,4.1,6,65.31553707424996,41.995,-87.933
985,2,2009-09-02,63.0,0.0,30.23,3.2,8,65.4232276739759,41.786,-87.752
986,1,2009-09-03,66.0,0.0,30.16,4.7,5,65.74362216511028,41.995,-87.933
987,2,2009-09-03,66.0,0.0,30.14,5.2,6,68.13290539218104,41.786,-87.752
988,1,2009-09-04,65.0,0.0,30.15,3.6,4,68.0321598514754,41.995,-87.933
989,2,2009-09-04,67.0,0.0,30.14,3.8,4,65.84953468285518,41.786,-87.752
990,1,2009-09-05,66.0,0.0,30.21,4.3,4,73.14479615885683,41.995,-87.933
991,2,2009-09-05,68.0,0.0,30.19,5.2,6,68.3331039463999,41.786,-87.752
992,1,2009-09-06,69.0,0.03,30.19,4.2,5,70.8806423234427,41.995,-87.933
993,2,2009-09-06,72.0,0.001,30.17,6.3,8,64.08883453552477,41.786,-87.752
995,2,2009-09-07,70.0,0.0,30.09,6.3,4,68.53159313596421,41.786,-87.752
996,1,2009-09-08,69.0,0.0,30.07,6.6,3,73.4063696725079,41.995,-87.933
997,2,2009-09-08,70.0,0.0,30.05,6.9,4,76.09116623017819,41.786,-87.752
998,1,2009-09-09,72.0,0.0,30.14,6.1,6,73.66440145458559,41.995,-87.933
999,2,2009-09-09,73.0,0.0,30.12,6.8,7,71.25008830761521,41.786,-87.752
1000,1,2009-09-10,73.0,0.0,30.2,6.0,6,68.82615830851945,41.995,-87.933
1001,2,2009-09-10,73.0,0.0,30.17,6.6,7,68.82615830851945,41.786,-87.752
1002,1,2009-09-11,71.0,0.0,30.17,5.1,7,66.26881042864657,41.995,-87.933
1003,2,2009-09-11,71.0,0.0,30.15,6.4,8,66.26881042864657,41.786,-87.752
1004,1,2009-09-12,69.0,0.0,30.14,3.7,3,73.4063696725079,41.995,-87.933
1005,2,2009-09-12,70.0,0.0,30.12,3.2,6,73.49277093057489,41.786,-87.752
1006,1,2009-09-13,69.0,0.0,30.12,1.5,7,59.37574183673862,41.995,-87.933
1007,2,2009-09-13,68.0,0.01,30.11,2.5,7,63.65091094413273,41.786,-87.752
1008,1,2009-09-14,71.0,0.0,30.07,0.1,33,57.529931902935154,41.995,-87.933
1009,2,2009-09-14,72.0,0.0,30.05,1.1,13,57.65144689902383,41.786,-87.752
1010,1,2009-09-15,73.0,0.0,30.07,6.2,2,61.98835570534628,41.995,-87.933
1011,2,2009-09-15,73.0,0.0,30.05,5.8,2,59.84739703715926,41.786,-87.752
1012,1,2009-09-16,65.0,0.0,30.2,11.0,5,68.0321598514754,41.995,-87.933
1013,2,2009-09-16,67.0,0.0,30.18,12.5,6,63.5403246495749,41.786,-87.752
1014,1,2009-09-17,61.0,0.0,30.18,3.4,5,72.70081037190384,41.995,-87.933
1015,2,2009-09-17,63.0,0.0,30.17,4.5,8,65.4232276739759,41.786,-87.752
1016,1,2009-09-18,65.0,0.0,30.18,5.1,2,70.50461410759014,41.995,-87.933
1017,2,2009-09-18,66.0,0.0,30.17,5.3,3,68.13290539218104,41.786,-87.752
1018,1,2009-09-19,66.0,0.0,30.21,3.2,10,68.13290539218104,41.995,-87.933
1019,2,2009-09-19,67.0,0.0,30.2,4.4,10,65.84953468285518,41.786,-87.752
1020,1,2009-09-20,64.0,0.75,30.04,6.4,7,75.60979818296354,41.995,-87.933
1021,2,2009-09-20,63.0,0.44,30.02,5.9,8,78.26228919346639,41.786,-87.752
1022,1,2009-09-21,64.0,0.001,29.98,3.5,23,84.0524237578922,41.995,-87.933
1023,2,2009-09-21,66.0,0.001,29.97,3.6,23,81.27899514134057,41.786,-87.752
1024,1,2009-09-22,68.0,0.0,29.98,5.2,17,90.27907144772304,41.995,-87.933
1025,2,2009-09-22,70.0,0.04,29.97,5.2,18,84.38358517289488,41.786,-87.752
1026,1,2009-09-23,69.0,0.0,30.12,0.6,32,78.69933399672453,41.995,-87.933
1027,2,2009-09-23,69.0,0.0,30.11,0.8,31,81.47097898275457,41.786,-87.752
1028,1,2009-09-24,69.0,0.0,30.16,4.3,6,81.47097898275457,41.995,-87.933
1029,2,2009-09-24,68.0,0.0,30.15,4.1,7,81.40729999276425,41.786,-87.752
1030,1,2009-09-25,65.0,0.16,30.12,5.4,11,75.69096895947676,41.995,-87.933
1031,2,2009-09-25,65.0,0.02,30.11,5.4,11,75.69096895947676,41.786,-87.752
1032,1,2009-09-26,62.0,0.0,29.91,4.0,27,81.01854226985624,41.995,-87.933
1033,2,2009-09-26,61.0,0.001,29.9,3.9,26,83.88301719370381,41.786,-87.752
1034,1,2009-09-27,62.0,0.08,29.59,8.2,22,72.79042081100786,41.995,-87.933
1035,2,2009-09-27,64.0,0.48,29.59,7.6,23,67.93098064936414,41.786,-87.752
1036,1,2009-09-28,56.0,0.01,29.61,20.3,29,60.005805974341364,41.995,-87.933
1037,2,2009-09-28,57.0,0.001,29.61,19.8,28,57.917512447704404,41.786,-87.752
1038,1,2009-09-29,54.0,0.0,29.96,9.0,33,64.43765193490667,41.995,-87.933
1039,2,2009-09-29,53.0,0.001,29.96,8.4,33,66.78877348973596,41.786,-87.752
1040,1,2009-09-30,55.0,0.0,30.11,5.7,3,57.668028865371625,41.995,-87.933
1041,2,2009-09-30,55.0,0.0,30.1,4.8,3,62.17795377476385,41.786,-87.752
1042,1,2009-10-01,50.0,0.89,29.9,9.1,13,86.37494851225385,41.995,-87.933
1043,2,2009-10-01,52.0,0.59,29.9,8.8,13,80.34422582523752,41.786,-87.752
1044,1,2009-10-02,52.0,0.21,29.55,10.5,21,80.34422582523752,41.995,-87.933
1045,2,2009-10-02,52.0,0.17,29.56,10.0,22,80.34422582523752,41.786,-87.752
1046,1,2009-10-03,52.0,0.11,29.7,6.9,26,83.35888216900959,41.995,-87.933
1047,2,2009-10-03,53.0,0.03,29.71,9.4,26,80.41318898777192,41.786,-87.752
1048,1,2009-10-04,53.0,0.001,29.98,9.0,28,69.33564253648399,41.995,-87.933
1049,2,2009-10-04,53.0,0.0,29.99,8.9,27,66.78877348973596,41.786,-87.752
1050,1,2009-10-05,53.0,0.0,30.03,1.8,8,66.78877348973596,41.995,-87.933
1051,2,2009-10-05,52.0,0.0,30.04,2.9,9,69.23537754969757,41.786,-87.752
1052,1,2009-10-06,55.0,0.03,29.65,8.8,24,74.86179617494271,41.995,-87.933
1053,2,2009-10-06,56.0,0.05,29.66,9.5,24,69.63376523175944,41.786,-87.752
1054,1,2009-10-07,53.0,0.0,29.95,9.2,26,59.64212722109523,41.995,-87.933
1055,2,2009-10-07,53.0,0.0,29.96,8.5,26,59.64212722109523,41.786,-87.752
1056,1,2009-10-08,49.0,0.12,29.92,3.3,21,89.57711254959938,41.995,-87.933
1057,2,2009-10-08,51.0,0.14,29.93,4.8,20,83.29912885612165,41.786,-87.752
1058,1,2009-10-09,46.0,0.46,29.93,9.4,34,89.45950088854313,41.995,-87.933
1059,2,2009-10-09,46.0,0.43,29.92,9.3,35,92.85707700305993,41.786,-87.752
1060,1,2009-10-10,40.0,0.0,30.21,7.4,28,67.99648545808785,41.995,-87.933
1061,2,2009-10-10,41.0,0.0,30.21,7.8,29,65.47916748220247,41.786,-87.752
1062,1,2009-10-11,37.0,0.0,30.35,1.5,33,55.33672369508133,41.995,-87.933
1063,2,2009-10-11,37.0,0.0,30.36,1.1,1,57.62922928375347,41.786,-87.752
1064,1,2009-10-12,45.0,0.02,30.18,0.6,19,71.20956942910782,41.995,-87.933
1065,2,2009-10-12,46.0,0.001,30.2,0.6,24,63.52992321223899,41.786,-87.752
1066,1,2009-10-13,41.0,0.0,30.35,8.5,1,70.81919420697423,41.995,-87.933
1067,2,2009-10-13,42.0,0.0,30.35,8.5,2,68.20763311741746,41.786,-87.752
1068,1,2009-10-14,45.0,0.03,30.17,11.0,9,71.20956942910782,41.995,-87.933
1069,2,2009-10-14,45.0,0.03,30.17,10.7,10,71.20956942910782,41.786,-87.752
1070,1,2009-10-15,43.0,0.29,30.0,8.2,6,82.80974575287097,41.995,-87.933
