date,trap,latitude,longitude,nummosquitos,wnvpresent,year,month,day,tot_mos_species,species_PIPIENS,species_PIPIENS/RESTUANS,species_RESTUANS
2007-09-18,T025,41.979243,-87.750938,1,0,2007,09,18,1,1,0,0
2007-09-18,T028,41.986921,-87.689778,9,0,2007,09,18,9,0,1,0
2007-09-18,T028,41.986921,-87.689778,3,0,2007,09,18,3,0,0,1
2007-09-18,T028,41.986921,-87.689778,10,0,2007,09,18,10,1,0,0
2007-09-18,T031,41.801497999999995,-87.763416,1,0,2007,09,18,1,0,1,0
2007-09-18,T031,41.801497999999995,-87.763416,11,0,2007,09,18,11,1,0,0
2007-09-18,T033,41.906638,-87.701431,6,0,2007,09,18,6,0,1,0
2007-09-18,T033,41.906638,-87.701431,3,0,2007,09,18,3,1,0,0
2007-09-18,T141,41.961743,-87.76007,1,0,2007,09,18,1,0,0,0
2007-09-18,T145,41.878114000000004,-87.629798,1,0,2007,09,18,1,0,1,0
2007-09-18,T145,41.878114000000004,-87.629798,1,0,2007,09,18,1,1,0,0
2007-09-18,T146,41.958271,-87.702575,4,0,2007,09,18,4,1,0,0
2007-09-18,T149,41.994469,-87.667736,1,0,2007,09,18,1,0,1,0
2007-09-18,T149,41.994469,-87.667736,1,0,2007,09,18,1,0,0,1
2007-09-18,T149,41.994469,-87.667736,1,0,2007,09,18,1,1,0,0
2007-09-18,T150,42.006858,-87.675919,1,0,2007,09,18,1,0,0,0
2007-09-18,T151,41.916265,-87.800515,7,0,2007,09,18,7,0,1,0
2007-09-18,T151,41.916265,-87.800515,20,0,2007,09,18,20,1,0,0
2007-09-18,T152,41.846075,-87.716277,1,0,2007,09,18,1,0,1,0
2007-09-18,T152,41.846075,-87.716277,3,0,2007,09,18,3,1,0,0
2007-09-18,T152,41.846075,-87.716277,1,0,2007,09,18,1,0,0,0
2007-09-18,T154,41.918704999999996,-87.752329,1,0,2007,09,18,1,1,0,0
2007-09-18,T154,41.918704999999996,-87.752329,1,0,2007,09,18,1,0,0,0
2007-09-18,T003,41.964242,-87.757639,4,0,2007,09,18,4,0,1,0
2007-09-18,T006,41.990284,-87.797127,2,0,2007,09,18,2,1,0,0
2007-09-18,T008,42.008314,-87.77792099999999,2,0,2007,09,18,2,0,1,0
2007-09-18,T008,42.008314,-87.77792099999999,6,0,2007,09,18,6,1,0,0
2007-09-18,T012,41.991429,-87.747113,1,0,2007,09,18,1,0,1,0
2007-09-18,T012,41.991429,-87.747113,1,0,2007,09,18,1,0,0,1
2007-09-18,T037,41.921177,-87.79518,7,0,2007,09,18,7,1,0,0
2007-09-18,T047,41.868142,-87.696269,1,0,2007,09,18,1,0,1,0
2007-09-18,T047,41.868142,-87.696269,1,0,2007,09,18,1,1,0,0
2007-09-18,T051,41.846283,-87.656913,2,0,2007,09,18,2,0,1,0
2007-09-18,T219,41.966986999999996,-87.674677,1,0,2007,09,18,1,0,1,0
2007-09-18,T013,41.923738,-87.785288,1,0,2007,09,18,1,0,1,0
2007-09-18,T013,41.923738,-87.785288,4,0,2007,09,18,4,1,0,0
2007-09-18,T014,41.970248,-87.787992,1,0,2007,09,18,1,0,1,0
2007-09-18,T014,41.970248,-87.787992,2,0,2007,09,18,2,1,0,0
2007-09-18,T014,41.970248,-87.787992,3,0,2007,09,18,3,0,0,0
2007-09-18,T018,42.010412,-87.66214000000001,1,0,2007,09,18,1,0,1,0
2007-09-18,T018,42.010412,-87.66214000000001,6,0,2007,09,18,6,1,0,0
2007-09-18,T030,41.899229999999996,-87.716788,10,0,2007,09,18,10,0,1,0
2007-09-18,T144,41.94016,-87.794896,3,0,2007,09,18,3,1,0,0
2007-09-18,T005,41.942114000000004,-87.776385,1,0,2007,09,18,1,1,0,0
2007-09-18,T005,41.942114000000004,-87.776385,1,0,2007,09,18,1,0,0,0
2007-09-18,T017,41.960615999999995,-87.777189,2,0,2007,09,18,2,0,1,0
2007-09-18,T017,41.960615999999995,-87.777189,1,0,2007,09,18,1,1,0,0
2007-09-18,T044,41.883284,-87.705085,19,0,2007,09,18,19,0,1,0
2007-09-18,T044,41.883284,-87.705085,1,0,2007,09,18,1,1,0,0
2007-09-18,T004,41.962728000000006,-87.748367,1,0,2007,09,18,1,0,1,0
2007-09-18,T004,41.962728000000006,-87.748367,1,0,2007,09,18,1,0,0,1
2007-09-18,T004,41.962728000000006,-87.748367,7,0,2007,09,18,7,1,0,0
2007-09-18,T035,41.836644,-87.677737,4,0,2007,09,18,4,0,1,0
2007-09-18,T035,41.836644,-87.677737,2,0,2007,09,18,2,1,0,0
2007-09-18,T035,41.836644,-87.677737,1,0,2007,09,18,1,0,0,0
2007-09-18,T039,41.911823999999996,-87.726737,2,0,2007,09,18,2,0,1,0
2007-09-18,T039,41.911823999999996,-87.726737,1,0,2007,09,18,1,0,0,0
2007-09-18,T060,41.823065,-87.67837800000001,2,0,2007,09,18,2,0,1,0
2007-09-18,T060,41.823065,-87.67837800000001,2,0,2007,09,18,2,1,0,0
2007-09-18,T061,41.801179,-87.679447,1,0,2007,09,18,1,1,0,0
2007-09-18,T062,41.800737,-87.71188000000001,14,0,2007,09,18,14,0,1,0
2007-09-18,T062,41.800737,-87.71188000000001,20,0,2007,09,18,20,1,0,0
2007-09-18,T063,41.82561,-87.726549,3,0,2007,09,18,3,1,0,0
2007-09-18,T027,41.984809000000006,-87.728492,2,0,2007,09,18,2,0,1,0
2007-09-18,T027,41.984809000000006,-87.728492,6,0,2007,09,18,6,1,0,0
2007-09-19,T086,41.688324,-87.676709,2,0,2007,09,19,2,0,1,0
2007-09-19,T086,41.688324,-87.676709,2,0,2007,09,19,4,1,0,0
2007-09-19,T091,41.862292,-87.64886,1,0,2007,09,19,1,0,1,0
2007-09-19,T091,41.862292,-87.64886,1,0,2007,09,19,1,1,0,0
2007-09-19,T091,41.862292,-87.64886,1,0,2007,09,19,1,0,0,0
2007-09-19,T094,41.720848,-87.666014,2,0,2007,09,19,2,0,1,0
2007-09-19,T094,41.720848,-87.666014,1,0,2007,09,19,1,0,0,1
2007-09-19,T096,41.731922,-87.677512,20,0,2007,09,19,20,0,1,0
2007-09-19,T096,41.731922,-87.677512,25,0,2007,09,19,25,1,0,0
2007-09-19,T089,41.723195000000004,-87.64997,1,0,2007,09,19,1,0,0,0
2007-09-19,T090,41.868077,-87.666901,1,0,2007,09,19,3,0,1,0
2007-09-19,T090,41.868077,-87.666901,3,0,2007,09,19,3,1,0,0
2007-09-19,T092,41.869215999999994,-87.627561,1,0,2007,09,19,1,0,1,0
2007-09-19,T092,41.869215999999994,-87.627561,2,0,2007,09,19,2,1,0,0
2007-09-19,T135,41.662014,-87.72460799999999,1,0,2007,09,19,1,0,1,0
2007-09-19,T145,41.878114000000004,-87.629798,1,0,2007,09,19,1,1,0,0
2007-09-19,T146,41.958271,-87.702575,2,0,2007,09,19,2,0,1,0
2007-09-19,T149,41.994469,-87.667736,1,0,2007,09,19,1,0,0,0
2007-09-19,T158,41.682587,-87.707973,2,0,2007,09,19,2,0,1,0
2007-09-19,T158,41.682587,-87.707973,1,0,2007,09,19,1,1,0,0
2007-09-19,T158,41.682587,-87.707973,1,0,2007,09,19,1,0,0,0
2007-09-19,T085,41.721474,-87.648064,2,0,2007,09,19,2,0,1,0
2007-09-19,T085,41.721474,-87.648064,1,0,2007,09,19,1,1,0,0
2007-09-19,T088,41.869107,-87.69629300000001,1,0,2007,09,19,1,0,1,0
2007-09-19,T161,41.719059,-87.675088,1,0,2007,09,19,1,0,1,0
2007-09-19,T084,41.692555,-87.598865,2,0,2007,09,19,2,0,1,0
2007-09-19,T160,41.903002,-87.68826700000001,1,0,2007,09,19,1,0,1,0
2007-09-19,T160,41.903002,-87.68826700000001,1,0,2007,09,19,1,1,0,0
2007-09-19,T095,41.704336,-87.70373599999999,1,0,2007,09,19,1,1,0,0
2007-09-19,T065,41.778296999999995,-87.752411,21,0,2007,09,19,21,0,1,0
2007-09-19,T065,41.778296999999995,-87.752411,2,0,2007,09,19,2,0,0,1
2007-09-19,T065,41.778296999999995,-87.752411,16,0,2007,09,19,16,1,0,0
2007-09-19,T065,41.778296999999995,-87.752411,3,0,2007,09,19,3,0,0,0
2007-09-19,T066,41.77166,-87.703047,16,0,2007,09,19,16,0,1,0
2007-09-19,T066,41.77166,-87.703047,14,0,2007,09,19,14,1,0,0
2007-09-19,T067,41.759346,-87.745602,6,0,2007,09,19,6,0,1,0
2007-09-19,T067,41.759346,-87.745602,1,0,2007,09,19,1,1,0,0
2007-09-19,T067,41.759346,-87.745602,2,0,2007,09,19,2,0,0,0
2007-09-19,T070,41.797616,-87.797894,2,0,2007,09,19,2,0,1,0
2007-09-19,T070,41.797616,-87.797894,2,0,2007,09,19,2,1,0,0
2007-09-19,T071,41.781416,-87.77653199999999,1,0,2007,09,19,1,0,1,0
2007-09-19,T071,41.781416,-87.77653199999999,2,0,2007,09,19,2,1,0,0
2007-09-19,T073,41.773215,-87.60088,1,0,2007,09,19,1,0,1,0
2007-09-19,T073,41.773215,-87.60088,1,0,2007,09,19,1,1,0,0
2007-09-19,T074,41.822536,-87.66634300000001,2,0,2007,09,19,2,1,0,0
2007-09-19,T075,41.799282,-87.585487,3,0,2007,09,19,3,1,0,0
2007-09-19,T076,41.794781,-87.615989,1,0,2007,09,19,1,0,1,0
2007-09-19,T077,41.778748,-87.586427,1,0,2007,09,19,1,1,0,0
2007-09-19,T079,41.766202,-87.562889,6,0,2007,09,19,6,0,1,0
2007-09-19,T079,41.766202,-87.562889,2,0,2007,09,19,2,1,0,0
2007-09-19,T079,41.766202,-87.562889,1,0,2007,09,19,1,0,0,0
2007-09-19,T080,41.754676,-87.612922,5,0,2007,09,19,5,0,1,0
2007-09-19,T081,41.821582,-87.62779599999999,2,0,2007,09,19,2,0,1,0
2007-09-19,T081,41.821582,-87.62779599999999,2,0,2007,09,19,2,0,0,0
2007-09-19,T082,41.803422999999995,-87.642984,1,0,2007,09,19,1,1,0,0
2007-09-19,T083,41.754292,-87.590773,1,0,2007,09,19,1,0,0,0
2007-09-19,T114,41.798697,-87.736812,7,0,2007,09,19,7,1,0,0
2007-09-19,T155,41.776156,-87.778927,15,0,2007,09,19,15,0,1,0
2007-09-19,T155,41.776156,-87.778927,5,0,2007,09,19,5,1,0,0
2007-09-19,T155,41.776156,-87.778927,1,0,2007,09,19,1,0,0,0
2007-09-19,T063,41.82561,-87.726549,4,0,2007,09,19,4,0,1,0
2007-09-19,T115,41.673408,-87.599862,29,0,2007,09,19,389,0,1,0
2007-09-19,T115,41.673408,-87.599862,4,0,2007,09,19,4,0,0,1
2007-09-19,T115,41.673408,-87.599862,50,0,2007,09,19,942,1,0,0
2007-09-19,T115,41.673408,-87.599862,26,1,2007,09,19,26,1,0,0
2007-09-19,T138,41.726465000000005,-87.585413,17,0,2007,09,19,21,0,1,0
2007-09-19,T138,41.726465000000005,-87.585413,31,0,2007,09,19,60,1,0,0
2007-09-19,T138,41.726465000000005,-87.585413,2,0,2007,09,19,2,0,0,0
2007-09-19,T200,41.678618,-87.559308,8,0,2007,09,19,8,0,1,0
2007-09-19,T200,41.678618,-87.559308,11,0,2007,09,19,11,1,0,0
2007-09-19,T206,41.737052,-87.54306700000001,1,0,2007,09,19,1,0,1,0
2007-09-19,T206,41.737052,-87.54306700000001,1,0,2007,09,19,1,0,0,0
2007-09-19,T209,41.740641,-87.546587,5,0,2007,09,19,5,0,1,0
2007-09-19,T209,41.740641,-87.546587,1,0,2007,09,19,1,0,0,0
2007-09-19,T212,41.680946,-87.535198,2,0,2007,09,19,2,0,1,0
2007-09-19,T212,41.680946,-87.535198,2,0,2007,09,19,2,1,0,0
2007-09-19,T215,41.686398,-87.531635,4,0,2007,09,19,4,0,1,0
2007-09-19,T107,41.729669,-87.582699,2,0,2007,09,19,2,1,0,0
2007-09-19,T128,41.704572,-87.56566600000001,5,0,2007,09,19,5,0,1,0
2007-09-19,T128,41.704572,-87.56566600000001,5,0,2007,09,19,5,1,0,0
2007-09-19,T078,41.775051,-87.65535600000001,1,0,2007,09,19,1,0,1,0
2007-09-19,T099,41.733643,-87.55551,2,0,2007,09,19,2,0,1,0
2007-09-19,T099,41.733643,-87.55551,2,0,2007,09,19,2,1,0,0
2007-09-19,T100,41.717753,-87.531657,1,0,2007,09,19,1,0,1,0
2007-09-19,T100,41.717753,-87.531657,7,0,2007,09,19,7,1,0,0
2007-09-19,T102,41.750498,-87.605294,1,0,2007,09,19,1,0,1,0
2007-09-19,T103,41.702723999999996,-87.536497,6,0,2007,09,19,6,0,1,0
2007-09-19,T103,41.702723999999996,-87.536497,2,0,2007,09,19,2,1,0,0
2007-09-19,T156,41.772846,-87.740029,1,0,2007,09,19,1,0,0,1
2007-09-19,T156,41.772846,-87.740029,2,0,2007,09,19,2,1,0,0
2007-09-19,T156,41.772846,-87.740029,1,0,2007,09,19,1,0,0,0
2007-09-19,T157,41.825902,-87.667827,1,0,2007,09,19,1,0,1,0
2007-09-19,T221,41.659112,-87.53869300000001,3,0,2007,09,19,3,1,0,0
2007-09-24,T002,41.95469,-87.800991,33,0,2007,09,24,33,0,1,0
2007-09-24,T002,41.95469,-87.800991,41,0,2007,09,24,41,1,0,0
2007-09-24,T007,41.994991,-87.769279,3,0,2007,09,24,3,1,0,0
2007-09-24,T015,41.974089,-87.824812,5,0,2007,09,24,5,1,0,0
2007-09-24,T048,41.867108,-87.654224,11,0,2007,09,24,11,0,1,0
2007-09-24,T048,41.867108,-87.654224,5,0,2007,09,24,5,1,0,0
2007-09-24,T049,41.896282,-87.655232,3,0,2007,09,24,3,0,1,0
2007-09-24,T049,41.896282,-87.655232,2,0,2007,09,24,2,1,0,0
2007-09-24,T054,41.921965,-87.632085,7,0,2007,09,24,7,0,1,0
2007-09-24,T054,41.921965,-87.632085,2,0,2007,09,24,2,1,0,0
2007-09-24,T086,41.688324,-87.676709,2,0,2007,09,24,14,0,1,0
2007-09-24,T086,41.688324,-87.676709,1,0,2007,09,24,4,1,0,0
2007-09-24,T091,41.862292,-87.64886,3,0,2007,09,24,3,0,1,0
2007-09-24,T096,41.731922,-87.677512,17,0,2007,09,24,17,0,1,0
2007-09-24,T096,41.731922,-87.677512,1,0,2007,09,24,51,1,0,0
2007-09-24,T129,41.891126,-87.61156,3,0,2007,09,24,3,0,1,0
2007-09-24,T129,41.891126,-87.61156,1,0,2007,09,24,1,0,0,0
2007-09-24,T143,41.999128999999996,-87.795585,10,0,2007,09,24,10,0,1,0
2007-09-24,T143,41.999128999999996,-87.795585,1,0,2007,09,24,1,1,0,0
2007-09-24,T148,42.01743,-87.68776899999999,3,0,2007,09,24,3,0,1,0
2007-09-24,T148,42.01743,-87.68776899999999,5,0,2007,09,24,5,1,0,0
2007-09-24,T153,41.907645,-87.760886,10,0,2007,09,24,10,0,1,0
2007-09-24,T159,41.732984,-87.649642,1,0,2007,09,24,1,0,1,0
2007-09-24,T159,41.732984,-87.649642,1,0,2007,09,24,1,1,0,0
2007-09-24,T009,41.981964000000005,-87.812827,3,0,2007,09,24,3,0,1,0
2007-09-24,T009,41.981964000000005,-87.812827,29,0,2007,09,24,29,1,0,0
2007-09-24,T011,41.944869,-87.832763,2,0,2007,09,24,2,1,0,0
2007-09-24,T016,42.011601,-87.81150600000001,5,0,2007,09,24,5,0,1,0
2007-09-24,T016,42.011601,-87.81150600000001,20,0,2007,09,24,20,1,0,0
2007-09-24,T019,41.94983,-87.69845699999999,2,0,2007,09,24,2,0,1,0
2007-09-24,T025,41.979243,-87.750938,1,0,2007,09,24,1,0,1,0
2007-09-24,T025,41.979243,-87.750938,3,0,2007,09,24,3,1,0,0
2007-09-24,T028,41.986921,-87.689778,5,0,2007,09,24,5,0,1,0
2007-09-24,T028,41.986921,-87.689778,1,0,2007,09,24,1,0,0,1
2007-09-24,T028,41.986921,-87.689778,12,0,2007,09,24,12,1,0,0
2007-09-24,T031,41.801497999999995,-87.763416,3,0,2007,09,24,3,0,1,0
2007-09-24,T031,41.801497999999995,-87.763416,20,0,2007,09,24,20,1,0,0
2007-09-24,T033,41.906638,-87.701431,9,0,2007,09,24,9,0,1,0
2007-09-24,T033,41.906638,-87.701431,17,0,2007,09,24,17,1,0,0
2007-09-24,T089,41.723195000000004,-87.64997,2,0,2007,09,24,2,0,1,0
2007-09-24,T089,41.723195000000004,-87.64997,7,0,2007,09,24,7,1,0,0
2007-09-24,T090,41.868077,-87.666901,3,0,2007,09,24,3,1,0,0
2007-09-24,T092,41.869215999999994,-87.627561,4,0,2007,09,24,4,0,1,0
2007-09-24,T092,41.869215999999994,-87.627561,3,0,2007,09,24,3,1,0,0
2007-09-24,T135,41.662014,-87.72460799999999,12,0,2007,09,24,12,0,1,0
2007-09-24,T135,41.662014,-87.72460799999999,34,0,2007,09,24,34,1,0,0
2007-09-24,T141,41.961743,-87.76007,1,0,2007,09,24,1,0,1,0
2007-09-24,T145,41.878114000000004,-87.629798,1,0,2007,09,24,3,0,1,0
2007-09-24,T146,41.958271,-87.702575,3,0,2007,09,24,3,0,1,0
2007-09-24,T146,41.958271,-87.702575,2,0,2007,09,24,2,1,0,0
2007-09-24,T147,41.932094,-87.700117,1,0,2007,09,24,1,0,1,0
2007-09-24,T150,42.006858,-87.675919,3,0,2007,09,24,3,0,1,0
2007-09-24,T150,42.006858,-87.675919,5,0,2007,09,24,5,1,0,0
2007-09-24,T150,42.006858,-87.675919,1,0,2007,09,24,1,0,0,0
2007-09-24,T151,41.916265,-87.800515,2,0,2007,09,24,2,0,1,0
2007-09-24,T151,41.916265,-87.800515,22,0,2007,09,24,22,1,0,0
2007-09-24,T152,41.846075,-87.716277,1,0,2007,09,24,1,1,0,0
2007-09-24,T154,41.918704999999996,-87.752329,7,0,2007,09,24,7,0,1,0
2007-09-24,T154,41.918704999999996,-87.752329,1,0,2007,09,24,1,1,0,0
2007-09-24,T158,41.682587,-87.707973,8,0,2007,09,24,8,0,1,0
2007-09-24,T158,41.682587,-87.707973,4,0,2007,09,24,4,1,0,0
2007-09-24,T162,41.725516999999996,-87.61425799999999,2,0,2007,09,24,2,0,1,0
2007-09-24,T162,41.725516999999996,-87.61425799999999,7,0,2007,09,24,7,1,0,0
2007-09-24,T218,41.948167,-87.730698,7,0,2007,09,24,7,0,1,0
2007-09-24,T218,41.948167,-87.730698,4,0,2007,09,24,4,1,0,0
2007-09-24,T220,41.963976,-87.69181,2,0,2007,09,24,2,0,1,0
2007-09-24,T003,41.964242,-87.757639,6,0,2007,09,24,6,0,1,0
2007-09-24,T003,41.964242,-87.757639,6,0,2007,09,24,6,1,0,0
2007-09-24,T006,41.990284,-87.797127,3,0,2007,09,24,3,0,1,0
2007-09-24,T008,42.008314,-87.77792099999999,15,0,2007,09,24,15,1,0,0
2007-09-24,T012,41.991429,-87.747113,3,0,2007,09,24,3,0,1,0
2007-09-24,T012,41.991429,-87.747113,1,0,2007,09,24,1,0,0,1
2007-09-24,T012,41.991429,-87.747113,5,0,2007,09,24,5,1,0,0
2007-09-24,T034,41.843810999999995,-87.686763,1,0,2007,09,24,1,0,1,0
2007-09-24,T037,41.921177,-87.79518,5,0,2007,09,24,5,1,0,0
2007-09-24,T047,41.868142,-87.696269,2,0,2007,09,24,2,1,0,0
2007-09-24,T051,41.846283,-87.656913,9,0,2007,09,24,9,0,1,0
2007-09-24,T051,41.846283,-87.656913,3,0,2007,09,24,3,1,0,0
2007-09-24,T085,41.721474,-87.648064,12,0,2007,09,24,12,0,1,0
2007-09-24,T085,41.721474,-87.648064,3,0,2007,09,24,3,1,0,0
2007-09-24,T085,41.721474,-87.648064,1,0,2007,09,24,1,0,0,0
2007-09-24,T088,41.869107,-87.69629300000001,2,0,2007,09,24,2,0,1,0
2007-09-24,T088,41.869107,-87.69629300000001,6,0,2007,09,24,6,1,0,0
2007-09-24,T219,41.966986999999996,-87.674677,6,0,2007,09,24,6,0,1,0
2007-09-24,T219,41.966986999999996,-87.674677,2,0,2007,09,24,2,1,0,0
2007-09-24,T013,41.923738,-87.785288,13,0,2007,09,24,13,0,1,0
2007-09-24,T013,41.923738,-87.785288,6,0,2007,09,24,6,1,0,0
2007-09-24,T014,41.970248,-87.787992,4,0,2007,09,24,4,0,1,0
2007-09-24,T014,41.970248,-87.787992,5,0,2007,09,24,5,1,0,0
2007-09-24,T030,41.899229999999996,-87.716788,12,0,2007,09,24,12,0,1,0
2007-09-24,T030,41.899229999999996,-87.716788,5,0,2007,09,24,5,1,0,0
2007-09-24,T084,41.692555,-87.598865,1,0,2007,09,24,1,0,1,0
2007-09-24,T144,41.94016,-87.794896,11,0,2007,09,24,11,0,1,0
2007-09-24,T144,41.94016,-87.794896,1,0,2007,09,24,1,1,0,0
2007-09-24,T144,41.94016,-87.794896,1,0,2007,09,24,1,0,0,0
2007-09-24,T160,41.903002,-87.68826700000001,6,0,2007,09,24,6,0,1,0
2007-09-24,T160,41.903002,-87.68826700000001,1,0,2007,09,24,1,1,0,0
2007-09-24,T005,41.942114000000004,-87.776385,2,0,2007,09,24,2,0,1,0
2007-09-24,T017,41.960615999999995,-87.777189,2,0,2007,09,24,2,0,1,0
2007-09-24,T095,41.704336,-87.70373599999999,6,0,2007,09,24,6,0,1,0
2007-09-24,T095,41.704336,-87.70373599999999,5,0,2007,09,24,5,1,0,0
2007-09-24,T004,41.962728000000006,-87.748367,23,0,2007,09,24,23,1,0,0
2007-09-24,T035,41.836644,-87.677737,2,0,2007,09,24,2,0,1,0
2007-09-24,T035,41.836644,-87.677737,2,0,2007,09,24,2,1,0,0
2007-09-24,T035,41.836644,-87.677737,1,0,2007,09,24,1,0,0,0
2007-09-24,T036,41.837084999999995,-87.729384,5,0,2007,09,24,5,0,1,0
2007-09-24,T036,41.837084999999995,-87.729384,1,0,2007,09,24,1,1,0,0
2007-09-24,T039,41.911823999999996,-87.726737,2,0,2007,09,24,2,1,0,0
2007-09-24,T060,41.823065,-87.67837800000001,2,0,2007,09,24,2,1,0,0
2007-09-24,T061,41.801179,-87.679447,15,0,2007,09,24,15,0,1,0
2007-09-24,T061,41.801179,-87.679447,9,0,2007,09,24,9,1,0,0
2007-09-24,T061,41.801179,-87.679447,1,0,2007,09,24,1,0,0,0
2007-09-24,T062,41.800737,-87.71188000000001,17,0,2007,09,24,17,1,0,0
2007-09-24,T065,41.778296999999995,-87.752411,5,0,2007,09,24,5,0,1,0
2007-09-24,T065,41.778296999999995,-87.752411,4,0,2007,09,24,4,1,0,0
2007-09-24,T066,41.77166,-87.703047,6,0,2007,09,24,6,0,1,0
2007-09-24,T066,41.77166,-87.703047,11,0,2007,09,24,11,1,0,0
2007-09-24,T066,41.77166,-87.703047,3,0,2007,09,24,3,0,0,0
2007-09-24,T067,41.759346,-87.745602,8,0,2007,09,24,8,1,0,0
2007-09-24,T073,41.773215,-87.60088,1,0,2007,09,24,1,0,1,0
2007-09-24,T073,41.773215,-87.60088,1,0,2007,09,24,1,1,0,0
2007-09-24,T074,41.822536,-87.66634300000001,3,0,2007,09,24,3,1,0,0
2007-09-24,T075,41.799282,-87.585487,1,0,2007,09,24,1,1,0,0
2007-09-24,T079,41.766202,-87.562889,2,0,2007,09,24,2,0,1,0
2007-09-24,T079,41.766202,-87.562889,6,0,2007,09,24,6,1,0,0
2007-09-24,T080,41.754676,-87.612922,6,0,2007,09,24,6,0,1,0
2007-09-24,T080,41.754676,-87.612922,5,0,2007,09,24,5,1,0,0
2007-09-24,T083,41.754292,-87.590773,1,0,2007,09,24,1,0,1,0
2007-09-24,T083,41.754292,-87.590773,1,0,2007,09,24,1,1,0,0
2007-09-24,T063,41.82561,-87.726549,4,0,2007,09,24,4,0,1,0
2007-09-24,T063,41.82561,-87.726549,1,0,2007,09,24,1,1,0,0
2007-09-24,T115,41.673408,-87.599862,50,0,2007,09,24,100,0,1,0
2007-09-24,T115,41.673408,-87.599862,50,0,2007,09,24,427,1,0,0
2007-09-24,T115,41.673408,-87.599862,50,1,2007,09,24,100,1,0,0
2007-09-24,T138,41.726465000000005,-87.585413,4,0,2007,09,24,4,0,1,0
2007-09-24,T138,41.726465000000005,-87.585413,6,0,2007,09,24,6,1,0,0
2007-09-24,T107,41.729669,-87.582699,7,0,2007,09,24,7,0,1,0
2007-09-24,T107,41.729669,-87.582699,10,0,2007,09,24,10,1,0,0
2007-09-24,T078,41.775051,-87.65535600000001,4,0,2007,09,24,4,1,0,0
2007-09-24,T099,41.733643,-87.55551,5,0,2007,09,24,5,0,1,0
2007-09-24,T099,41.733643,-87.55551,1,0,2007,09,24,1,1,0,0
2007-09-24,T100,41.717753,-87.531657,1,0,2007,09,24,1,0,1,0
2007-09-24,T100,41.717753,-87.531657,6,0,2007,09,24,6,1,0,0
2007-09-24,T102,41.750498,-87.605294,12,0,2007,09,24,12,0,1,0
2007-09-24,T102,41.750498,-87.605294,6,0,2007,09,24,6,1,0,0
2007-09-24,T103,41.702723999999996,-87.536497,19,0,2007,09,24,19,0,1,0
2007-09-24,T103,41.702723999999996,-87.536497,1,0,2007,09,24,1,0,0,1
2007-09-24,T103,41.702723999999996,-87.536497,15,0,2007,09,24,15,1,0,0
2007-09-24,T027,41.984809000000006,-87.728492,2,0,2007,09,24,2,0,1,0
2007-09-24,T027,41.984809000000006,-87.728492,1,0,2007,09,24,1,1,0,0
2007-09-24,T027,41.984809000000006,-87.728492,1,0,2007,09,24,1,0,0,0
2007-09-24,T156,41.772846,-87.740029,1,0,2007,09,24,1,0,1,0
2007-09-24,T157,41.825902,-87.667827,1,0,2007,09,24,1,1,0,0
2007-09-25,T115,41.673408,-87.599862,47,0,2007,09,25,158,0,1,0
2007-09-25,T138,41.726465000000005,-87.585413,7,0,2007,09,25,7,0,1,0
2007-09-25,T138,41.726465000000005,-87.585413,1,0,2007,09,25,1,0,0,1
2007-09-25,T138,41.726465000000005,-87.585413,9,0,2007,09,25,9,1,0,0
2007-09-25,T200,41.678618,-87.559308,2,0,2007,09,25,27,0,1,0
2007-09-25,T200,41.678618,-87.559308,45,0,2007,09,25,53,1,0,0
2007-09-25,T200,41.678618,-87.559308,1,0,2007,09,25,1,0,0,0
2007-09-25,T206,41.737052,-87.54306700000001,1,0,2007,09,25,1,0,1,0
2007-09-25,T206,41.737052,-87.54306700000001,1,0,2007,09,25,1,1,0,0
2007-09-25,T209,41.740641,-87.546587,9,0,2007,09,25,9,0,1,0
2007-09-25,T209,41.740641,-87.546587,24,0,2007,09,25,24,1,0,0
2007-09-25,T209,41.740641,-87.546587,1,0,2007,09,25,1,0,0,0
2007-09-25,T212,41.680946,-87.535198,3,0,2007,09,25,3,0,1,0
2007-09-25,T212,41.680946,-87.535198,3,0,2007,09,25,3,1,0,0
2007-09-25,T215,41.686398,-87.531635,14,0,2007,09,25,14,0,1,0
2007-09-25,T215,41.686398,-87.531635,10,0,2007,09,25,10,1,0,0
2007-09-25,T221,41.659112,-87.53869300000001,10,0,2007,09,25,10,0,1,0
2007-09-25,T221,41.659112,-87.53869300000001,1,0,2007,09,25,1,1,0,0
2007-10-04,T002,41.95469,-87.800991,29,0,2007,10,04,29,0,1,0
2007-10-04,T002,41.95469,-87.800991,47,0,2007,10,04,53,1,0,0
2007-10-04,T007,41.994991,-87.769279,2,0,2007,10,04,2,0,1,0
2007-10-04,T007,41.994991,-87.769279,1,0,2007,10,04,1,1,0,0
2007-10-04,T015,41.974089,-87.824812,1,0,2007,10,04,1,0,1,0
2007-10-04,T015,41.974089,-87.824812,9,0,2007,10,04,9,1,0,0
2007-10-04,T045,41.9216,-87.666455,7,0,2007,10,04,7,0,1,0
2007-10-04,T046,41.891118,-87.65449100000001,8,0,2007,10,04,8,0,1,0
2007-10-04,T046,41.891118,-87.65449100000001,26,0,2007,10,04,26,1,0,0
